862,416,265,192,49,569,980,306,75,36,174,731,613,210,956,311,924,449,475,400
701,532,144,612,908,509,925,437,926,956,253,304,261,887,119,219,267,666,530,724
238,526,743,715,39,405,338,238,984,734,490,820,722,750,119,325,923,21,421,818
425,181,385,540,353,798,854,46,672,349,315,805,310,604,346,261,200,333,573,854
788,357,109,114,569,329,918,72,476,305,473,406,776,865,145,787,685,391,92,754
897,660,276,349,45,944,515,797,543,458,174,506,957,671,530,872,171,297,569,186
463,170,952,486,342,832,941,351,103,892,363,751,291,956,977,976,625,730,440,549
543,241,440,689,60,508,890,323,762,535,711,858,646,839,500,881,595,709,438,562
352,987,483,373,356,994,596,710,68,757,266,43,699,10,385,762,923,997,763,576
368,472,504,904,543,998,210,65,802,616,9,873,816,336,32,289,807,70,498,586
990,251,767,379,628,945,63,347,978,744,8,404,15,148,101,590,452,905,379,579
260,48,776,944,367,290,843,326,876,729,814,145,980,193,22,20,890,337,544,243
486,840,422,54,356,858,78,282,592,52,279,943,819,785,520,528,717,677,454,687
875,400,617,368,375,377,815,36,645,134,128,302,336,833,438,530,633,579,556,225
678,257,599,155,959,831,236,103,758,485,112,897,79,300,93,294,969,449,549,473
229,840,281,893,624,396,279,171,145,377,704,414,473,127,2,55,802,674,109,516
845,344,995,362,307,963,682,853,350,515,445,250,993,754,507,269,9,79,195,71
517,562,615,649,795,726,44,828,326,619,931,664,776,791,314,473,630,31,563,745
607,264,529,249,380,701,442,217,938,68,702,733,434,660,833,903,167,176,199,645
24,620,574,284,846,826,334,570,657,258,749,715,749,372,90,834,655,237,318,538
801,10,580,732,991,522,15,91,993,362,182,159,356,333,258,735,403,151,840,670
188,197,474,845,20,527,285,508,640,768,127,759,60,29,8,629,430,462,530,586
55,924,32,373,39,851,631,882,555,786,493,114,919,77,44,961,369,566,235,372
234,124,241,116,538,796,88,854,179,530,411,64,452,559,313,685,967,276,994,791
116,855,569,431,491,416,778,802,535,914,476,359,181,806,768,644,385,587,29,396
77,288,852,173,931,423,480,888,947,52,12,134,87,307,3,879,992,517,672,978
972,858,323,629,940,194,981,346,7,870,4,911,287,640,455,708,339,43,520,426
63,58,797,941,401,908,899,899,40,57,734,552,289,312,480,448,488,494,302,178
777,684,577,123,247,238,243,336,792,223,14,554,855,182,83,934,643,360,897,780
451,559,435,585,308,562,527,516,562,360,50,179,549,159,317,765,284,176,125,97
446,188,913,630,389,852,789,651,50,767,772,58,371,330,664,996,885,52,593,429
577,664,123,831,438,929,409,162,585,428,614,812,281,928,66,190,641,82,722,895
661,123,82,119,632,823,931,457,33,236,928,222,172,524,110,53,876,609,692,921
878,877,838,560,965,859,889,536,463,780,928,922,270,330,739,978,776,261,670,815
158,627,157,30,225,166,192,823,965,733,653,137,14,205,930,296,40,294,530,177
994,9,920,432,291,263,295,681,502,41,78,237,362,827,553,610,534,214,567,815
493,233,532,145,205,735,171,543,992,250,860,458,162,921,897,563,807,423,147,131
770,290,777,587,971,514,443,159,41,998,512,359,268,426,228,245,630,230,924,299
112,786,429,11,362,529,938,258,336,998,355,413,741,577,982,709,706,366,240,522
478,526,636,5,659,966,53,524,49,58,127,876,721,713,648,350,292,952,18,482
539,69,532,856,579,496,486,293,209,870,880,295,331,712,748,214,645,754,631,443
419,175,830,537,854,834,785,762,461,593,973,620,165,955,536,618,358,151,783,15
659,127,592,894,80,459,858,552,15,278,943,901,362,474,850,842,634,419,366,397
140,289,646,620,175,861,973,465,440,651,539,51,989,882,173,635,938,661,379,410
954,451,943,693,848,677,926,666,763,866,568,609,415,752,798,222,261,556,22,117
370,947,246,782,73,94,695,483,40,790,66,351,807,641,42,359,550,318,811,875
961,902,308,154,533,542,204,247,457,551,172,959,945,558,719,648,781,713,776,148
90,43,269,178,877,511,943,514,194,874,458,196,31,645,150,508,286,978,858,956
80,165,516,409,369,933,490,621,222,193,745,270,253,299,442,104,349,65,60,330
149,9,273,752,307,439,74,282,770,851,68,751,977,498,735,590,674,99,93,71
639,127,60,112,865,771,312,107,350,580,396,47,228,905,47,724,918,585,871,696
574,865,36,337,571,792,274,156,344,806,572,549,307,732,793,798,811,389,92,300
99,549,467,170,883,29,179,445,423,439,528,594,985,219,664,703,404,904,655,600
416,86,549,409,880,748,494,197,103,67,311,763,376,142,242,568,796,790,461,905
552,237,304,472,641,157,412,867,479,160,442,432,361,130,419,855,193,846,873,905
215,644,273,196,730,626,766,704,464,790,374,612,172,563,763,270,83,554,468,229
204,327,484,458,941,894,637,691,363,430,327,718,242,383,613,439,958,693,33,700
456,108,741,385,756,363,769,991,751,738,314,829,500,599,615,751,901,803,719,463
88,561,212,465,230,415,430,139,783,215,537,398,255,953,487,187,704,451,656,422
103,534,735,658,884,682,303,361,723,148,626,335,194,186,115,11,224,752,108,280
722,692,584,893,380,312,95,599,999,891,421,944,979,68,669,715,747,640,885,227
677,230,42,891,469,234,797,76,189,18,916,564,520,985,986,90,7,34,560,792
698,314,468,356,23,563,693,121,568,583,7,94,377,592,471,445,805,878,986,714
957,342,663,543,975,393,94,540,158,114,93,759,168,59,201,57,591,123,850,463
880,406,417,242,467,249,502,148,418,278,714,724,820,68,560,417,344,550,6,602
90,483,477,521,133,127,935,0,568,324,632,646,171,146,405,715,537,538,898,929
49,963,466,516,784,900,31,306,982,374,865,159,292,765,495,967,299,614,561,621
680,508,822,647,789,207,824,985,867,545,808,885,956,144,644,323,556,660,146,90
789,63,150,155,75,137,313,615,778,655,888,345,976,934,600,524,265,595,54,170
504,10,346,624,590,189,400,379,339,776,636,427,100,310,542,798,205,522,715,727
806,735,132,355,317,381,395,402,358,265,823,997,444,990,52,358,108,126,56,805
25,959,684,916,519,189,499,818,488,630,603,669,646,66,495,789,503,409,213,824
120,458,998,185,565,240,356,881,604,257,377,857,445,652,344,367,216,505,312,660
376,938,250,567,351,556,328,294,719,436,864,104,257,806,698,877,653,497,459,153
347,784,785,201,769,841,551,122,787,723,96,802,314,743,528,225,286,373,708,1
85,427,879,241,451,633,206,507,587,836,706,158,26,81,775,93,777,623,981,327
341,523,403,221,529,276,486,255,41,586,913,729,79,842,730,104,181,221,544,863
520,392,295,525,784,847,250,12,124,275,685,760,714,966,123,101,735,760,807,753
430,263,373,403,305,910,216,273,851,338,182,699,359,702,21,840,970,860,875,88
109,69,26,964,328,532,443,66,608,52,150,956,627,546,360,4,506,436,858,97
795,986,76,889,135,954,896,318,37,48,231,0,239,331,302,459,931,587,923,459
95,375,956,844,550,575,840,726,105,738,595,862,832,756,769,553,533,91,943,781
647,814,79,291,774,354,480,382,801,583,628,820,5,765,271,73,746,356,961,294
157,452,43,791,908,735,286,236,10,717,516,154,979,216,320,234,651,807,281,165
480,984,735,328,859,51,999,242,429,799,654,125,365,267,260,658,219,481,156,234
489,260,332,225,746,967,927,351,830,290,84,98,839,764,97,628,366,513,918,408
63,932,958,990,659,948,514,184,432,83,836,729,91,945,528,346,271,488,874,991
84,36,340,433,524,429,942,373,265,399,420,178,877,892,797,906,987,79,460,275
359,86,336,944,51,87,696,624,927,421,122,454,167,915,476,446,450,587,726,50
416,445,738,284,258,636,470,623,570,59,280,691,540,232,272,192,663,322,0,695
906,475,28,912,662,345,241,907,904,238,933,759,123,618,896,576,473,20,159,184
62,954,12,185,455,173,271,875,738,149,579,830,835,713,989,57,663,732,585,149
143,790,995,457,963,14,934,835,373,681,883,72,395,944,354,32,667,237,495,504
160,843,93,708,786,935,712,329,530,719,979,415,887,441,831,210,342,973,944,217
911,945,940,962,349,139,394,555,525,979,165,60,151,146,852,517,383,801,386,998
975,476,769,959,888,220,705,547,671,296,889,32,567,350,495,821,585,220,302,421
856,8,352,746,985,78,193,883,438,182,831,557,22,910,247,881,506,617,114,249
491,738,798,968,583,504,141,886,151,537,78,455,720,121,160,568,285,455,770,979
436,192,300,473,154,550,233,472,840,962,293,560,115,660,938,426,44,430,958,36
918,265,398,819,58,744,16,797,760,375,814,436,616,787,495,534,66,514,631,523
877,374,538,571,554,51,603,381,23,788,923,37,254,12,514,349,259,298,180,323
945,421,880,710,381,565,684,867,588,105,311,282,673,792,968,560,831,809,599,733
469,660,433,475,980,686,729,554,322,420,819,818,136,246,355,973,232,493,888,556
937,433,40,842,320,636,939,121,918,671,101,981,659,697,214,734,470,899,54,365
771,450,973,274,963,666,511,836,151,368,899,577,5,525,871,58,12,467,150,274
624,332,4,513,645,202,938,27,567,772,700,686,520,305,395,466,528,62,452,427
666,781,915,808,419,673,671,482,362,842,658,552,880,223,888,344,551,25,276,704
776,697,750,249,876,755,213,427,440,757,896,456,830,904,768,537,625,481,209,182
306,2,701,179,814,721,988,406,298,742,484,667,179,948,813,77,62,425,612,851
678,45,810,683,338,711,312,861,809,724,198,55,53,779,264,138,384,485,908,390
389,834,128,500,301,148,593,613,843,80,686,280,701,291,919,822,438,511,363,858
908,796,69,641,98,973,658,324,97,9,665,151,669,212,923,885,414,606,258,497
671,34,100,956,986,309,292,577,959,937,80,262,15,589,374,598,146,896,649,581
406,761,768,741,378,134,405,100,188,835,991,187,536,810,803,815,646,254,158,648
911,646,222,704,310,78,547,591,595,944,275,408,454,387,88,246,246,264,878,481
875,213,349,393,69,489,211,3,79,304,449,994,306,494,978,837,863,425,983,7
426,546,479,919,890,913,533,727,806,813,294,644,700,342,972,350,195,83,153,731
212,85,568,729,664,339,856,783,505,218,696,680,689,432,130,104,582,650,83,346
289,131,797,105,716,786,301,703,346,82,801,328,29,260,370,791,946,681,105,752
681,631,423,137,832,234,691,695,126,71,556,782,21,941,36,433,56,986,339,440
684,119,170,111,239,173,194,230,55,908,325,615,862,34,440,880,791,612,942,83
305,437,526,93,635,96,123,238,984,77,420,376,539,933,717,341,515,187,991,342
271,695,833,284,949,643,678,231,283,537,370,44,92,447,641,498,888,248,826,123
375,937,347,895,836,837,547,977,957,700,118,950,86,118,583,400,640,863,942,667
674,435,793,290,752,776,104,358,424,65,285,886,918,382,637,469,40,393,122,128
531,76,343,493,234,875,442,797,278,730,838,783,333,458,762,213,341,303,999,502
811,597,630,593,940,494,399,0,997,336,103,132,348,812,980,542,591,115,430,478
659,798,950,202,504,236,987,962,735,615,807,964,9,520,345,164,732,164,954,439
153,942,765,887,869,810,450,182,617,30,622,573,764,68,776,440,134,898,482,176
992,818,127,261,106,599,718,279,751,316,200,885,564,619,57,124,885,734,210,349
343,888,222,384,453,454,946,241,425,743,945,574,256,538,259,4,189,508,904,529
159,21,378,702,943,744,533,584,351,112,107,54,706,520,82,837,569,341,302,491
329,406,39,196,165,16,574,754,260,434,85,5,953,307,214,990,763,135,675,615
444,980,481,375,365,862,99,123,928,809,796,245,901,641,303,318,254,368,214,529
248,662,436,371,656,469,439,778,403,285,319,954,639,128,789,745,142,388,423,590
117,13,218,322,743,83,31,107,475,88,159,730,721,551,886,827,668,572,39,394
178,807,711,18,857,811,228,583,904,145,898,242,365,228,559,522,572,283,911,779
770,636,170,691,845,726,299,397,261,260,528,291,889,595,838,621,881,638,422,330
588,974,920,533,75,31,558,7,483,494,137,194,127,216,842,562,607,774,63,954
289,160,82,957,114,324,382,346,298,980,312,180,451,266,598,526,632,379,31,298
573,376,49,977,365,893,721,643,217,12,847,571,853,660,717,428,263,648,92,590
338,610,861,378,591,77,161,229,91,751,258,480,557,932,648,301,415,338,753,174
785,513,353,210,547,854,899,261,250,136,281,496,698,262,700,34,725,53,288,753
206,265,575,508,238,388,558,908,691,231,756,229,301,412,463,898,43,552,218,238
304,922,45,532,282,535,344,633,423,106,408,784,577,540,541,923,632,537,475,728
82,836,969,945,728,200,209,497,133,920,818,946,410,974,508,479,516,356,349,11
196,141,171,584,31,486,482,143,287,51,130,241,584,487,877,796,880,190,6,899
123,810,132,501,712,163,815,30,149,608,236,879,262,487,341,996,244,741,447,737
724,702,32,453,529,95,40,356,231,968,766,809,559,53,553,425,360,562,650,702
871,980,216,657,749,397,452,894,387,21,285,852,25,466,518,696,960,973,100,419
782,88,185,885,381,317,995,852,143,267,359,455,650,792,143,785,537,543,834,287
940,426,11,981,997,723,433,377,370,546,634,53,955,573,887,683,42,547,874,671
959,882,8,583,744,630,973,659,467,335,907,26,263,930,22,837,571,587,4,264
904,954,417,505,87,836,682,241,61,22,417,575,711,429,545,315,231,839,59,178
369,231,782,905,935,437,540,556,928,889,546,669,623,246,246,747,849,255,16,34
74,993,84,709,245,320,552,810,787,750,674,53,704,874,795,901,652,455,752,91
43,995,291,127,260,82,134,353,59,570,498,609,544,563,786,888,467,293,190,415
643,491,202,690,524,301,942,514,821,827,829,201,118,5,704,426,968,62,630,220
367,686,642,861,723,925,628,42,329,614,408,980,639,793,66,636,288,466,24,845
609,478,94,118,238,46,945,17,917,319,89,96,421,111,366,372,887,421,584,469
303,137,112,693,662,8,674,505,301,697,780,796,73,55,259,130,522,920,856,581
813,353,96,302,429,807,534,921,481,759,773,680,173,254,742,359,805,550,720,277
401,280,493,433,887,319,110,645,333,917,914,524,435,259,850,456,195,836,425,17
979,395,883,801,934,106,200,251,278,764,223,364,653,864,389,851,665,806,511,491
773,713,987,118,822,738,691,897,982,75,763,688,506,320,7,359,186,863,200,938
745,378,417,235,706,73,278,131,870,299,8,946,311,572,314,611,679,802,276,571
857,326,909,845,82,204,275,635,635,13,687,845,396,438,618,525,149,251,374,15
542,597,398,633,452,860,353,772,660,826,119,851,650,490,234,579,29,862,591,149
589,904,865,241,382,258,449,713,688,79,666,464,412,181,284,903,155,123,984,892
285,704,496,491,726,526,670,688,870,409,663,322,983,960,439,605,232,171,490,613
23,654,403,907,733,258,764,453,208,446,967,431,360,974,193,375,909,857,57,782
